"latitude";"longitude";"count"
50.4387968902726;7.39918460845945;3
48.96163;10.13173;1
49.5194184212593;9.36631297882082;1
47.98;7.9099;2
51.11666;11.7;25
50.9;10.78333;11
51.78333;11.15;1
50.55161;9.67517;2
48.027;8.223;2
53.5;12.5;7
54.3;9;2
49.98333;9.36666;3
49.5137852136765;9.39360999999997;3
45.5;12.3;1
51.08333;11.26666;43
47.8074;7.63;6
45.43713;12.33265;1
50.65552345319;13.0665715580749;1
49.54602527886;8.72971438224795;1
50;7.2;9
49.9760948839952;9.14375266662591;8
50;8;15
47.51667;6.8;2
47.633333;9.366667;3
49.79972;8.99944;1
49.5023353797025;10.4176540264129;531
47.7;10.6;3
51.4;10.8;16
51.315740188008;9.49787418252561;10
49.2;9.2;1
50.65;13.16666;2
49.92111;9.08138;97
49.4;12.3;5
54.25;12.46666;1
47.75935;8.8403;1
52.5807245039814;13.8806773662567;3
49.5800300041182;9.48472641468049;1
51.46666;13.56666;1
49.7113270891838;10.2180227041245;5
52.4;12.56666;1
50.9746566675891;10.3195782434082;1
49.56666;8.85;1
50.776581;6.085224;2
50.44378;8.9239;1
47.5582035916044;7.58771159524531;5
50.65;11.36666;1
47.2438361966406;8.67846374511714;2
47.6034;7.3547;1
46.2012504435292;6.14846026730345;3
47.7671287391301;9.16056602111814;10
51.0581269972694;11.5380963563919;1
50.33333;8.8;1
49.4206764773155;10.8515108834839;1
54.0958205110875;13.3814767089234;1
48.7;9.01666;1
47.72673;10.31388;4
48.4513;7.9713;1
51.2126907649388;11.7694894973755;3
51.7987095664893;11.7361661666565;27
50.35;7.6;112
49.9370797569753;11.5699768066406;1
48.1951054152179;7.31904195976023;1
51.1080099708007;10.6479186058044;2
48.709768;6.020164;2
47.72694;9.38527;265
49.7;8.53333;13
47.7472806619769;7.33882382537843;29
52.374761;12.319107;3
51.66666;8.35;1
50.5;12.25;2
51.75;14.5;1
50.501;9.7;2
51.8666087495613;12.6446856021881;2
49.4082943358337;7.04872062499999;11
49.6592113455944;9.58842536211012;3
51.66666;6.61666;1
48.5736542292166;7.81153720104976;4
48.3688199490025;10.8980298174133;98
