"year","month","time","ts","hdi","hwi","hhi","hdwi"
1500,1,"1500-1-15 00:00:00",1500.04,-0.020291,0,-0.020291,-0.020291
1500,2,"1500-2-15 00:00:00",1500.12,-0.020291,0,-0.020291,-0.020291
1500,3,"1500-3-15 00:00:00",1500.21,-0.020291,0,-0.020291,-0.020291
1500,4,"1500-4-15 00:00:00",1500.29,0,0.905199,0.905199,0.905199
1500,5,"1500-5-15 00:00:00",1500.38,0,1.220285,1.220285,1.220285
1500,6,"1500-6-15 00:00:00",1500.46,-1.5,0,-1.5,-1.5
1500,7,"1500-7-15 00:00:00",1500.54,-2,0,-2,-2
1500,8,"1500-8-15 00:00:00",1500.62,-0.020291,1.5,1.5,1.479709
1500,9,"1500-9-15 00:00:00",1500.71,-0.015052,1.220285,1.220285,1.205233
1500,10,"1500-10-15 00:00:00",1500.79,-0.020291,0,-0.020291,-0.020291
1500,11,"1500-11-15 00:00:00",1500.88,0,0.905199,0.905199,0.905199
1500,12,"1500-12-15 00:00:00",1500.96,0,1.220285,1.220285,1.220285
1501,1,"1501-1-15 00:00:00",1501.04,-0.015052,0.599997,0.599997,0.584945
1501,2,"1501-2-15 00:00:00",1501.12,-0.020291,0,-0.020291,-0.020291
1501,3,"1501-3-15 00:00:00",1501.21,0,0.905199,0.905199,0.905199
1501,4,"1501-4-15 00:00:00",1501.29,0,1.220285,1.220285,1.220285
1501,5,"1501-5-15 00:00:00",1501.38,0,1.220285,1.220285,1.220285
1501,6,"1501-6-15 00:00:00",1501.46,-0.015052,0.599997,0.599997,0.584945
1501,7,"1501-7-15 00:00:00",1501.54,-0.020291,0,-0.020291,-0.020291
1501,8,"1501-8-15 00:00:00",1501.62,0,1.5,1.5,1.5
1501,9,"1501-9-15 00:00:00",1501.71,-0.015052,1.220285,1.220285,1.205233
1501,10,"1501-10-15 00:00:00",1501.79,-0.020291,0,-0.020291,-0.020291
1501,11,"1501-11-15 00:00:00",1501.88,0,1.645049,1.645049,1.645049
1501,12,"1501-12-15 00:00:00",1501.96,0,2.193285,2.193285,2.193285
1502,1,"1502-1-15 00:00:00",1502.04,0,2.291056,2.291056,2.291056
1502,2,"1502-2-15 00:00:00",1502.12,0,2.899351,2.899351,2.899351
1502,3,"1502-3-15 00:00:00",1502.21,0,2.915802,2.915802,2.915802
1502,4,"1502-4-15 00:00:00",1502.29,-0.015052,2.623004,2.623004,2.607952
1502,5,"1502-5-15 00:00:00",1502.38,-0.020291,2.441495,2.441495,2.421204
1502,6,"1502-6-15 00:00:00",1502.46,-0.020291,2.217666,2.217666,2.197375
1502,7,"1502-7-15 00:00:00",1502.54,-1.5,0,-1.5,-1.5
1502,8,"1502-8-15 00:00:00",1502.62,-1.881156,0,-1.881156,-1.881156
1502,9,"1502-9-15 00:00:00",1502.71,-0.020291,0.905199,0.905199,0.884908
1502,10,"1502-10-15 00:00:00",1502.79,0,1.220285,1.220285,1.220285
1502,11,"1502-11-15 00:00:00",1502.88,0,1.945726,1.945726,1.945726
1502,12,"1502-12-15 00:00:00",1502.96,0,2.06315,2.06315,2.06315
1503,1,"1503-1-15 00:00:00",1503.04,0,2.179323,2.179323,2.179323
1503,2,"1503-2-15 00:00:00",1503.12,0,2.291056,2.291056,2.291056
1503,3,"1503-3-15 00:00:00",1503.21,-0.015052,2.093663,2.093663,2.078611
1503,4,"1503-4-15 00:00:00",1503.29,-0.935303,0,-0.935303,-0.935303
1503,5,"1503-5-15 00:00:00",1503.38,-1.881156,0,-1.881156,-1.881156
1503,6,"1503-6-15 00:00:00",1503.46,-2.117858,0,-2.117858,-2.117858
1503,7,"1503-7-15 00:00:00",1503.54,-2.535959,0,-2.535959,-2.535959
1503,8,"1503-8-15 00:00:00",1503.62,-2.239553,0,-2.239553,-2.239553
1503,9,"1503-9-15 00:00:00",1503.71,0,0.905199,0.905199,0.905199
1503,10,"1503-10-15 00:00:00",1503.79,0,1.840574,1.840574,1.840574
1503,11,"1503-11-15 00:00:00",1503.88,0,2.06315,2.06315,2.06315
1503,12,"1503-12-15 00:00:00",1503.96,-0.015052,2.06315,2.06315,2.048098
1504,1,"1504-1-15 00:00:00",1504.04,0,2.547563,2.547563,2.547563
1504,2,"1504-2-15 00:00:00",1504.12,0,2.954952,2.954952,2.954952
1504,3,"1504-3-15 00:00:00",1504.21,-0.015052,2.701799,2.701799,2.686747
1504,4,"1504-4-15 00:00:00",1504.29,-1.5,0,-1.5,-1.5
1504,5,"1504-5-15 00:00:00",1504.38,-2,0,-2,-2
1504,6,"1504-6-15 00:00:00",1504.46,-2.535959,0,-2.535959,-2.535959
1504,7,"1504-7-15 00:00:00",1504.54,-2.95406,0,-2.95406,-2.95406
1504,8,"1504-8-15 00:00:00",1504.62,-2.976033,0,-2.976033,-2.976033
1504,9,"1504-9-15 00:00:00",1504.71,-2.688157,0,-2.688157,-2.688157
1504,10,"1504-10-15 00:00:00",1504.79,-2.467359,0,-2.467359,-2.467359
1504,11,"1504-11-15 00:00:00",1504.88,-2.291418,0,-2.291418,-2.291418
1504,12,"1504-12-15 00:00:00",1504.96,-2.147171,0,-2.147171,-2.147171
1505,1,"1505-1-15 00:00:00",1505.04,0,0.905199,0.905199,0.905199
1505,2,"1505-2-15 00:00:00",1505.12,0,1.220285,1.220285,1.220285
1505,3,"1505-3-15 00:00:00",1505.21,-0.015052,0.599997,0.599997,0.584945
1505,4,"1505-4-15 00:00:00",1505.29,-0.020291,0,-0.020291,-0.020291
1505,5,"1505-5-15 00:00:00",1505.38,-0.020291,0,-0.020291,-0.020291
1505,6,"1505-6-15 00:00:00",1505.46,-0.020291,0,-0.020291,-0.020291
1505,7,"1505-7-15 00:00:00",1505.54,0,1.5,1.5,1.5
1505,8,"1505-8-15 00:00:00",1505.62,0,2,2,2
1505,9,"1505-9-15 00:00:00",1505.71,0,2.06315,2.06315,2.06315
1505,10,"1505-10-15 00:00:00",1505.79,0,2.48125,2.48125,2.48125
1505,11,"1505-11-15 00:00:00",1505.88,-0.015052,2.179323,2.179323,2.164271
1505,12,"1505-12-15 00:00:00",1505.96,-0.020291,0,-0.020291,-0.020291
1506,1,"1506-1-15 00:00:00",1506.04,-0.020291,0,-0.020291,-0.020291
1506,2,"1506-2-15 00:00:00",1506.12,-0.020291,0,-0.020291,-0.020291
1506,3,"1506-3-15 00:00:00",1506.21,-0.020291,0,-0.020291,-0.020291
1506,4,"1506-4-15 00:00:00",1506.29,-0.020291,0,-0.020291,-0.020291
1506,5,"1506-5-15 00:00:00",1506.38,-0.020291,0,-0.020291,-0.020291
1506,6,"1506-6-15 00:00:00",1506.46,-1.5,0,-1.5,-1.5
1506,7,"1506-7-15 00:00:00",1506.54,-1.881156,0,-1.881156,-1.881156
1506,8,"1506-8-15 00:00:00",1506.62,-1.501583,0,-1.501583,-1.501583
1506,9,"1506-9-15 00:00:00",1506.71,-0.020291,0,-0.020291,-0.020291
1506,10,"1506-10-15 00:00:00",1506.79,-0.020291,0,-0.020291,-0.020291
1506,11,"1506-11-15 00:00:00",1506.88,-0.020291,0,-0.020291,-0.020291
1506,12,"1506-12-15 00:00:00",1506.96,-0.020291,0,-0.020291,-0.020291
1507,1,"1507-1-15 00:00:00",1507.04,-0.020291,0,-0.020291,-0.020291
1507,2,"1507-2-15 00:00:00",1507.12,-0.020291,0,-0.020291,-0.020291
1507,3,"1507-3-15 00:00:00",1507.21,-0.935303,0,-0.935303,-0.935303
1507,4,"1507-4-15 00:00:00",1507.29,-1.260868,0,-1.260868,-1.260868
1507,5,"1507-5-15 00:00:00",1507.38,-0.64058,0,-0.64058,-0.64058
1507,6,"1507-6-15 00:00:00",1507.46,-1.699757,0,-1.699757,-1.699757
1507,7,"1507-7-15 00:00:00",1507.54,-0.64058,0.905199,0.905199,0.264619
1507,8,"1507-8-15 00:00:00",1507.62,-0.015052,0.599997,0.599997,0.584945
1507,9,"1507-9-15 00:00:00",1507.71,-0.935303,0,-0.935303,-0.935303
1507,10,"1507-10-15 00:00:00",1507.79,-1.260868,0,-1.260868,-1.260868
1507,11,"1507-11-15 00:00:00",1507.88,-0.64058,0,-0.64058,-0.64058
1507,12,"1507-12-15 00:00:00",1507.96,-0.020291,0,-0.020291,-0.020291
1508,1,"1508-1-15 00:00:00",1508.04,-0.020291,0,-0.020291,-0.020291
1508,2,"1508-2-15 00:00:00",1508.12,-0.020291,0,-0.020291,-0.020291
1508,3,"1508-3-15 00:00:00",1508.21,0,0.905199,0.905199,0.905199
1508,4,"1508-4-15 00:00:00",1508.29,0,1.220285,1.220285,1.220285
1508,5,"1508-5-15 00:00:00",1508.38,0,1.220285,1.220285,1.220285
1508,6,"1508-6-15 00:00:00",1508.46,-0.015052,0.599997,0.599997,0.584945
1508,7,"1508-7-15 00:00:00",1508.54,0,0.905199,0.905199,0.905199
1508,8,"1508-8-15 00:00:00",1508.62,0,1.840574,1.840574,1.840574
1508,9,"1508-9-15 00:00:00",1508.71,0,2.093663,2.093663,2.093663
1508,10,"1508-10-15 00:00:00",1508.79,-0.015052,1.645049,1.645049,1.629997
1508,11,"1508-11-15 00:00:00",1508.88,0,2.06958,2.06958,2.06958
1508,12,"1508-12-15 00:00:00",1508.96,-0.015052,0.599997,0.599997,0.584945
1509,1,"1509-1-15 00:00:00",1509.04,-0.020291,0,-0.020291,-0.020291
1509,2,"1509-2-15 00:00:00",1509.12,-0.020291,0,-0.020291,-0.020291
1509,3,"1509-3-15 00:00:00",1509.21,-0.020291,0,-0.020291,-0.020291
1509,4,"1509-4-15 00:00:00",1509.29,-0.020291,0,-0.020291,-0.020291
1509,5,"1509-5-15 00:00:00",1509.38,-0.020291,0,-0.020291,-0.020291
1509,6,"1509-6-15 00:00:00",1509.46,0,0.905199,0.905199,0.905199
1509,7,"1509-7-15 00:00:00",1509.54,0,1.220285,1.220285,1.220285
1509,8,"1509-8-15 00:00:00",1509.62,-1.5,0,-1.5,-1.5
1509,9,"1509-9-15 00:00:00",1509.71,-2,0,-2,-2
1509,10,"1509-10-15 00:00:00",1509.79,-2.117858,0,-2.117858,-2.117858
1509,11,"1509-11-15 00:00:00",1509.88,-2.535959,0,-2.535959,-2.535959
1509,12,"1509-12-15 00:00:00",1509.96,-2.239553,0,-2.239553,-2.239553
1510,1,"1510-1-15 00:00:00",1510.04,-2.35621,0,-2.35621,-2.35621
1510,2,"1510-2-15 00:00:00",1510.12,-2.467359,0,-2.467359,-2.467359
1510,3,"1510-3-15 00:00:00",1510.21,-2.0096,0.905199,-2.0096,-1.104401
1510,4,"1510-4-15 00:00:00",1510.29,-0.015052,0.599997,0.599997,0.584945
1510,5,"1510-5-15 00:00:00",1510.38,0,1.5,1.5,1.5
1510,6,"1510-6-15 00:00:00",1510.46,-0.015052,1.220285,1.220285,1.205233
1510,7,"1510-7-15 00:00:00",1510.54,-0.020291,0,-0.020291,-0.020291
1510,8,"1510-8-15 00:00:00",1510.62,-0.020291,0,-0.020291,-0.020291
1510,9,"1510-9-15 00:00:00",1510.71,-0.020291,0,-0.020291,-0.020291
1510,10,"1510-10-15 00:00:00",1510.79,-0.020291,0,-0.020291,-0.020291
1510,11,"1510-11-15 00:00:00",1510.88,-0.935303,0,-0.935303,-0.935303
1510,12,"1510-12-15 00:00:00",1510.96,0,1.5,1.5,1.5
1511,1,"1511-1-15 00:00:00",1511.04,-0.015052,1.220285,1.220285,1.205233
1511,2,"1511-2-15 00:00:00",1511.12,0,1.945726,1.945726,1.945726
1511,3,"1511-3-15 00:00:00",1511.21,0,2.06315,2.06315,2.06315
1511,4,"1511-4-15 00:00:00",1511.29,-0.015052,0.599997,0.599997,0.584945
1511,5,"1511-5-15 00:00:00",1511.38,0,1.645049,1.645049,1.645049
1511,6,"1511-6-15 00:00:00",1511.46,0,2.093663,2.093663,2.093663
1511,7,"1511-7-15 00:00:00",1511.54,0,2.781301,2.781301,2.781301
1511,8,"1511-8-15 00:00:00",1511.62,0,2.860221,2.860221,2.860221
1511,9,"1511-9-15 00:00:00",1511.71,0,2.937913,2.937913,2.937913
1511,10,"1511-10-15 00:00:00",1511.79,-0.015052,2.596674,2.596674,2.581622
1511,11,"1511-11-15 00:00:00",1511.88,-0.020291,2.441495,2.441495,2.421204
1511,12,"1511-12-15 00:00:00",1511.96,-0.020291,0,-0.020291,-0.020291
1512,1,"1512-1-15 00:00:00",1512.04,-0.935303,0,-0.935303,-0.935303
1512,2,"1512-2-15 00:00:00",1512.12,-1.881156,0,-1.881156,-1.881156
1512,3,"1512-3-15 00:00:00",1512.21,-1.501583,0,-1.501583,-1.501583
1512,4,"1512-4-15 00:00:00",1512.29,-1.699757,0,-1.699757,-1.699757
1512,5,"1512-5-15 00:00:00",1512.38,-0.020291,0.905199,0.905199,0.884908
1512,6,"1512-6-15 00:00:00",1512.46,0,1.840574,1.840574,1.840574
1512,7,"1512-7-15 00:00:00",1512.54,-1.5,0,-1.5,-1.5
1512,8,"1512-8-15 00:00:00",1512.62,-1.881156,0,-1.881156,-1.881156
1512,9,"1512-9-15 00:00:00",1512.71,0,1.5,1.5,1.5
1512,10,"1512-10-15 00:00:00",1512.79,-0.935303,1.220285,1.220285,0.284982
1512,11,"1512-11-15 00:00:00",1512.88,-0.64058,0,-0.64058,-0.64058
1512,12,"1512-12-15 00:00:00",1512.96,0,1.645049,1.645049,1.645049
1513,1,"1513-1-15 00:00:00",1513.04,0,1.840574,1.840574,1.840574
1513,2,"1513-2-15 00:00:00",1513.12,-0.015052,0.599997,0.599997,0.584945
1513,3,"1513-3-15 00:00:00",1513.21,-0.020291,0,-0.020291,-0.020291
1513,4,"1513-4-15 00:00:00",1513.29,0,0.905199,0.905199,0.905199
1513,5,"1513-5-15 00:00:00",1513.38,-0.015052,0.599997,0.599997,0.584945
1513,6,"1513-6-15 00:00:00",1513.46,-0.935303,0,-0.935303,-0.935303
1513,7,"1513-7-15 00:00:00",1513.54,-0.64058,0,-0.64058,-0.64058
1513,8,"1513-8-15 00:00:00",1513.62,-0.935303,0,-0.935303,-0.935303
1513,9,"1513-9-15 00:00:00",1513.71,-1.260868,0,-1.260868,-1.260868
1513,10,"1513-10-15 00:00:00",1513.79,-0.64058,0,-0.64058,-0.64058
1513,11,"1513-11-15 00:00:00",1513.88,-2.117858,0,-2.117858,-2.117858
1513,12,"1513-12-15 00:00:00",1513.96,-1.881156,0,-1.881156,-1.881156
1514,1,"1514-1-15 00:00:00",1514.04,-2.688157,0,-2.688157,-2.688157
1514,2,"1514-2-15 00:00:00",1514.12,-0.020291,1.5,1.5,1.479709
1514,3,"1514-3-15 00:00:00",1514.21,0,2,2,2
1514,4,"1514-4-15 00:00:00",1514.29,0,2,2,2
1514,5,"1514-5-15 00:00:00",1514.38,-0.015052,2.48125,2.48125,2.466198
1514,6,"1514-6-15 00:00:00",1514.46,-0.020291,2.179323,2.179323,2.159032
1514,7,"1514-7-15 00:00:00",1514.54,-0.935303,0,-0.935303,-0.935303
1514,8,"1514-8-15 00:00:00",1514.62,-0.64058,0,-0.64058,-0.64058
1514,9,"1514-9-15 00:00:00",1514.71,0,1.5,1.5,1.5
1514,10,"1514-10-15 00:00:00",1514.79,0,2.596674,2.596674,2.596674
1514,11,"1514-11-15 00:00:00",1514.88,0,3.186122,3.186122,3.186122
1514,12,"1514-12-15 00:00:00",1514.96,-0.935303,2.899351,2.899351,1.964048
1515,1,"1515-1-15 00:00:00",1515.04,0,3.312286,3.312286,3.312286
1515,2,"1515-2-15 00:00:00",1515.12,0,3.088539,3.088539,3.088539
1515,3,"1515-3-15 00:00:00",1515.21,0,3.434332,3.434332,3.434332
1515,4,"1515-4-15 00:00:00",1515.29,0,3.93075,3.93075,3.93075
1515,5,"1515-5-15 00:00:00",1515.38,-0.015052,4,4,3.984948
1515,6,"1515-6-15 00:00:00",1515.46,0,4,4,4
1515,7,"1515-7-15 00:00:00",1515.54,0,4,4,4
1515,8,"1515-8-15 00:00:00",1515.62,0,4,4,4
1515,9,"1515-9-15 00:00:00",1515.71,-1.5,4,4,2.5
1515,10,"1515-10-15 00:00:00",1515.79,-0.64058,4,4,3.35942
1515,11,"1515-11-15 00:00:00",1515.88,0,4,4,4
1515,12,"1515-12-15 00:00:00",1515.96,-0.015052,4,4,3.984948
1516,1,"1516-1-15 00:00:00",1516.04,-1.881156,3.312286,3.312286,1.43113
1516,2,"1516-2-15 00:00:00",1516.12,-0.020291,3.536033,3.536033,3.515742
1516,3,"1516-3-15 00:00:00",1516.21,0,3.088539,3.088539,3.088539
1516,4,"1516-4-15 00:00:00",1516.29,-0.935303,0,-0.935303,-0.935303
1516,5,"1516-5-15 00:00:00",1516.38,-1.881156,0,-1.881156,-1.881156
1516,6,"1516-6-15 00:00:00",1516.46,-1.501583,0,-1.501583,-1.501583
1516,7,"1516-7-15 00:00:00",1516.54,-2.535959,0,-2.535959,-2.535959
1516,8,"1516-8-15 00:00:00",1516.62,-2.976033,0,-2.976033,-2.976033
1516,9,"1516-9-15 00:00:00",1516.71,-3,0,-3,-3
1516,10,"1516-10-15 00:00:00",1516.79,-3,0,-3,-3
1516,11,"1516-11-15 00:00:00",1516.88,-3,0,-3,-3
1516,12,"1516-12-15 00:00:00",1516.96,-2.147171,1.5,-2.147171,-0.647171
1517,1,"1517-1-15 00:00:00",1517.04,0,2,2,2
1517,2,"1517-2-15 00:00:00",1517.12,-2.026272,0,-2.026272,-2.026272
1517,3,"1517-3-15 00:00:00",1517.21,-2.410718,0,-2.410718,-2.410718
1517,4,"1517-4-15 00:00:00",1517.29,-2.7709,0,-2.7709,-2.7709
1517,5,"1517-5-15 00:00:00",1517.38,-3,0,-3,-3
1517,6,"1517-6-15 00:00:00",1517.46,-3.176371,0,-3.176371,-3.176371
1517,7,"1517-7-15 00:00:00",1517.54,-2.35621,1.5,-2.35621,-0.85621
1517,8,"1517-8-15 00:00:00",1517.62,0,2,2,2
1517,9,"1517-9-15 00:00:00",1517.71,0,2,2,2
1517,10,"1517-10-15 00:00:00",1517.79,-1.5,1.645049,1.645049,0.145049
1517,11,"1517-11-15 00:00:00",1517.88,-1.881156,0,-1.881156,-1.881156
1517,12,"1517-12-15 00:00:00",1517.96,-1.501583,0,-1.501583,-1.501583
1518,1,"1518-1-15 00:00:00",1518.04,0,1.5,1.5,1.5
1518,2,"1518-2-15 00:00:00",1518.12,-0.015052,1.220285,1.220285,1.205233
1518,3,"1518-3-15 00:00:00",1518.21,0,1.945726,1.945726,1.945726
1518,4,"1518-4-15 00:00:00",1518.29,-0.015052,1.645049,1.645049,1.629997
1518,5,"1518-5-15 00:00:00",1518.38,-1.881156,0,-1.881156,-1.881156
1518,6,"1518-6-15 00:00:00",1518.46,-2,0,-2,-2
1518,7,"1518-7-15 00:00:00",1518.54,-1.994056,0,-1.994056,-1.994056
1518,8,"1518-8-15 00:00:00",1518.62,-1.699757,0,-1.699757,-1.699757
1518,9,"1518-9-15 00:00:00",1518.71,0,1.5,1.5,1.5
1518,10,"1518-10-15 00:00:00",1518.79,-1.5,0,-1.5,-1.5
1518,11,"1518-11-15 00:00:00",1518.88,-1.260868,0,-1.260868,-1.260868
1518,12,"1518-12-15 00:00:00",1518.96,-2.0096,0,-2.0096,-2.0096
1519,1,"1519-1-15 00:00:00",1519.04,-1.699757,0.905199,-1.699757,-0.794558
1519,2,"1519-2-15 00:00:00",1519.12,0,1.840574,1.840574,1.840574
1519,3,"1519-3-15 00:00:00",1519.21,-0.015052,1.220285,1.220285,1.205233
1519,4,"1519-4-15 00:00:00",1519.29,-1.5,0,-1.5,-1.5
1519,5,"1519-5-15 00:00:00",1519.38,0,1.5,1.5,1.5
1519,6,"1519-6-15 00:00:00",1519.46,0,2,2,2
1519,7,"1519-7-15 00:00:00",1519.54,0,2.093663,2.093663,2.093663
1519,8,"1519-8-15 00:00:00",1519.62,0,2.899351,2.899351,2.899351
1519,9,"1519-9-15 00:00:00",1519.71,0,2.915802,2.915802,2.915802
1519,10,"1519-10-15 00:00:00",1519.79,0,2.954952,2.954952,2.954952
1519,11,"1519-11-15 00:00:00",1519.88,0,3,3,3
1519,12,"1519-12-15 00:00:00",1519.96,-0.015052,2.781301,2.781301,2.766249
1520,1,"1520-1-15 00:00:00",1520.04,-0.020291,2.596674,2.596674,2.576383
1520,2,"1520-2-15 00:00:00",1520.12,-1.5,0,-1.5,-1.5
1520,3,"1520-3-15 00:00:00",1520.21,-1.260868,0,-1.260868,-1.260868
1520,4,"1520-4-15 00:00:00",1520.29,-0.020291,0,-0.020291,-0.020291
1520,5,"1520-5-15 00:00:00",1520.38,0,0.905199,0.905199,0.905199
1520,6,"1520-6-15 00:00:00",1520.46,-0.015052,0.599997,0.599997,0.584945
1520,7,"1520-7-15 00:00:00",1520.54,-0.020291,0,-0.020291,-0.020291
1520,8,"1520-8-15 00:00:00",1520.62,0,1.5,1.5,1.5
1520,9,"1520-9-15 00:00:00",1520.71,0,2.179323,2.179323,2.179323
1520,10,"1520-10-15 00:00:00",1520.79,-0.015052,2.06315,2.06315,2.048098
1520,11,"1520-11-15 00:00:00",1520.88,-0.020291,2.06315,2.06315,2.042859
1520,12,"1520-12-15 00:00:00",1520.96,-0.020291,0,-0.020291,-0.020291
1521,1,"1521-1-15 00:00:00",1521.04,-0.020291,0,-0.020291,-0.020291
1521,2,"1521-2-15 00:00:00",1521.12,-0.020291,0,-0.020291,-0.020291
1521,3,"1521-3-15 00:00:00",1521.21,0,0.905199,0.905199,0.905199
1521,4,"1521-4-15 00:00:00",1521.29,-0.935303,0,-0.935303,-0.935303
1521,5,"1521-5-15 00:00:00",1521.38,-1.881156,0,-1.881156,-1.881156
1521,6,"1521-6-15 00:00:00",1521.46,-1.994056,0,-1.994056,-1.994056
1521,7,"1521-7-15 00:00:00",1521.54,-2.535959,0,-2.535959,-2.535959
1521,8,"1521-8-15 00:00:00",1521.62,-2.607793,0,-2.607793,-2.607793
1521,9,"1521-9-15 00:00:00",1521.71,-3,0,-3,-3
1521,10,"1521-10-15 00:00:00",1521.79,-3,0,-3,-3
1521,11,"1521-11-15 00:00:00",1521.88,-3,0,-3,-3
1521,12,"1521-12-15 00:00:00",1521.96,-3.515527,0,-3.515527,-3.515527
1522,1,"1522-1-15 00:00:00",1522.04,-4,0,-4,-4
1522,2,"1522-2-15 00:00:00",1522.12,-4,0,-4,-4
1522,3,"1522-3-15 00:00:00",1522.21,-3.847612,0,-3.847612,-3.847612
1522,4,"1522-4-15 00:00:00",1522.29,-3.176371,1.5,-3.176371,-1.676371
1522,5,"1522-5-15 00:00:00",1522.38,-2.026272,1.840574,-2.026272,-0.185698
1522,6,"1522-6-15 00:00:00",1522.46,0,2.06315,2.06315,2.06315
1522,7,"1522-7-15 00:00:00",1522.54,-0.015052,2.06315,2.06315,2.048098
1522,8,"1522-8-15 00:00:00",1522.62,-0.020291,0,-0.020291,-0.020291
1522,9,"1522-9-15 00:00:00",1522.71,-0.020291,0,-0.020291,-0.020291
1522,10,"1522-10-15 00:00:00",1522.79,0,0.905199,0.905199,0.905199
1522,11,"1522-11-15 00:00:00",1522.88,0,1.220285,1.220285,1.220285
1522,12,"1522-12-15 00:00:00",1522.96,0,2.596674,2.596674,2.596674
1523,1,"1523-1-15 00:00:00",1523.04,-0.015052,2.441495,2.441495,2.426443
1523,2,"1523-2-15 00:00:00",1523.12,-0.020291,1.645049,1.645049,1.624758
1523,3,"1523-3-15 00:00:00",1523.21,-0.935303,0,-0.935303,-0.935303
1523,4,"1523-4-15 00:00:00",1523.29,-1.260868,0,-1.260868,-1.260868
1523,5,"1523-5-15 00:00:00",1523.38,-0.64058,0,-0.64058,-0.64058
1523,6,"1523-6-15 00:00:00",1523.46,0,0.905199,0.905199,0.905199
1523,7,"1523-7-15 00:00:00",1523.54,-1.5,0,-1.5,-1.5
1523,8,"1523-8-15 00:00:00",1523.62,-2.024262,0,-2.024262,-2.024262
1523,9,"1523-9-15 00:00:00",1523.71,-2,0,-2,-2
1523,10,"1523-10-15 00:00:00",1523.79,-2.117858,0,-2.117858,-2.117858
1523,11,"1523-11-15 00:00:00",1523.88,0,1.5,1.5,1.5
1523,12,"1523-12-15 00:00:00",1523.96,0,2,2,2
1524,1,"1524-1-15 00:00:00",1524.04,0,2.899351,2.899351,2.899351
1524,2,"1524-2-15 00:00:00",1524.12,0,3,3,3
1524,3,"1524-3-15 00:00:00",1524.21,-0.015052,3,3,2.984948
1524,4,"1524-4-15 00:00:00",1524.29,-0.020291,2.954952,2.954952,2.934661
1524,5,"1524-5-15 00:00:00",1524.38,-0.935303,2.397731,2.397731,1.462428
1524,6,"1524-6-15 00:00:00",1524.46,-0.020291,2.499484,2.499484,2.479193
1524,7,"1524-7-15 00:00:00",1524.54,0,2.596674,2.596674,2.596674
1524,8,"1524-8-15 00:00:00",1524.62,0,2.689704,2.689704,2.689704
1524,9,"1524-9-15 00:00:00",1524.71,-0.015052,2.193285,2.193285,2.178233
1524,10,"1524-10-15 00:00:00",1524.79,-0.935303,0,-0.935303,-0.935303
1524,11,"1524-11-15 00:00:00",1524.88,-1.260868,0,-1.260868,-1.260868
1524,12,"1524-12-15 00:00:00",1524.96,-0.64058,0,-0.64058,-0.64058
1525,1,"1525-1-15 00:00:00",1525.04,0,0.905199,0.905199,0.905199
1525,2,"1525-2-15 00:00:00",1525.12,-0.935303,0,-0.935303,-0.935303
1525,3,"1525-3-15 00:00:00",1525.21,-1.260868,0,-1.260868,-1.260868
1525,4,"1525-4-15 00:00:00",1525.29,-1.501583,0,-1.501583,-1.501583
1525,5,"1525-5-15 00:00:00",1525.38,-0.64058,0,-0.64058,-0.64058
1525,6,"1525-6-15 00:00:00",1525.46,-0.020291,0,-0.020291,-0.020291
1525,7,"1525-7-15 00:00:00",1525.54,-0.935303,0,-0.935303,-0.935303
1525,8,"1525-8-15 00:00:00",1525.62,-0.020291,0.905199,0.905199,0.884908
1525,9,"1525-9-15 00:00:00",1525.71,-0.015052,0.599997,0.599997,0.584945
1525,10,"1525-10-15 00:00:00",1525.79,-0.020291,0,-0.020291,-0.020291
1525,11,"1525-11-15 00:00:00",1525.88,0,0.905199,0.905199,0.905199
1525,12,"1525-12-15 00:00:00",1525.96,-0.935303,0,-0.935303,-0.935303
1526,1,"1526-1-15 00:00:00",1526.04,-0.020291,0.905199,0.905199,0.884908
1526,2,"1526-2-15 00:00:00",1526.12,0,1.220285,1.220285,1.220285
1526,3,"1526-3-15 00:00:00",1526.21,0,2,2,2
1526,4,"1526-4-15 00:00:00",1526.29,-0.935303,1.645049,1.645049,0.709746
1526,5,"1526-5-15 00:00:00",1526.38,-0.020291,1.645049,1.645049,1.624758
1526,6,"1526-6-15 00:00:00",1526.46,-0.935303,0,-0.935303,-0.935303
1526,7,"1526-7-15 00:00:00",1526.54,0,1.5,1.5,1.5
1526,8,"1526-8-15 00:00:00",1526.62,-0.015052,1.220285,1.220285,1.205233
1526,9,"1526-9-15 00:00:00",1526.71,-0.020291,0,-0.020291,-0.020291
1526,10,"1526-10-15 00:00:00",1526.79,0,0.905199,0.905199,0.905199
1526,11,"1526-11-15 00:00:00",1526.88,-0.015052,0.599997,0.599997,0.584945
1526,12,"1526-12-15 00:00:00",1526.96,0,0.905199,0.905199,0.905199
1527,1,"1527-1-15 00:00:00",1527.04,0,1.840574,1.840574,1.840574
1527,2,"1527-2-15 00:00:00",1527.12,-0.015052,1.220285,1.220285,1.205233
1527,3,"1527-3-15 00:00:00",1527.21,0,1.645049,1.645049,1.645049
1527,4,"1527-4-15 00:00:00",1527.29,-0.015052,0.599997,0.599997,0.584945
1527,5,"1527-5-15 00:00:00",1527.38,-0.020291,0,-0.020291,-0.020291
1527,6,"1527-6-15 00:00:00",1527.46,-0.935303,0,-0.935303,-0.935303
1527,7,"1527-7-15 00:00:00",1527.54,-0.64058,0,-0.64058,-0.64058
