"latitude";"longitude";"count"
47.486111;6.925278;1
46.6735536879409;5.55500193917851;2
51.3512185430376;10.1945138478851;5
48.1653210016899;7.54493979592052;1
47.357047;9.285249;14
46.836557;9.284482;17
51.78333;11.15;10
51.53333;13.01666;1
54.3;9;5
49.0727;9.16;7
51.1437810391313;11.3189130555725;1
51.06666;10.73333;2
47.8074;7.63;13
52.8597423352583;11.9820210820008;3
50.747096;13.070182;11
50;8;4
49.9760948839952;9.14375266662591;4
47.51667;6.8;20
47.9794;7.8965;1
49.9297;10.7552;11
50.8027882794494;11.5881298095093;10
49.8464;11.623;1
51.4;10.8;12
50.861389;13.057222;235
49.4;12.3;21
51.1535595146874;11.4241058122253;1
47.0525909009054;8.30800353575137;308
47.75935;8.8403;1
51.25;10.46666;1
49.7113270891838;10.2180227041245;1
48.4869;7.9188;2
52.0714;8.4565;1170
48.38333;10.93333;1
51.7875677055456;12.2961339950562;5
50.44378;8.9239;1
51.189457341121;11.2480683598022;2
48.68439;6.18496;2
47.5582035916044;7.58771159524531;149
47.2438361966406;8.67846374511714;2
50.087964;7.762472;1
46.7159057231485;11.6576425552369;36
48.45755;11.13412;1
54.6;8.95;3
47.4096679192002;8.08209415893555;2
49.4056;6.6478;6
50.23085;7.58992;5
47.7671287391301;9.16056602111814;4
51.0581269972694;11.5380963563919;1
47.8613025024017;12.9949951171875;10
48.5675;7.8698;3
50.985315352823;12.4330039681397;46
50.1897;8.19808;8
52.21666;7.83333;6
49.56666;10.2;1
48.1951054152179;7.31904195976023;5
50.882328;9.8579;1
50.3;9.11666;2
47.058312;8.125076;1
50.5;12.25;3
46.896;8.2462;1
51.8666087495613;12.6446856021881;30
48.5612535323957;8.22196999468997;1
50.85;9.11666;1
48.5756;7.8025;70
48.5736542292166;7.81153720104976;10
47.65;8.61666;4
46.6576;9.57404;9
50.6882573486969;6.32320759790036;2
49.893529;11.736832;2
51.5298327043511;12.7295963650513;1
51.38333;10.9;5
50.369768;7.072899;1
47.9955075846867;7.85303573541262;285
47.3697569692901;8.54135537036132;111
47.8467867636276;8.0859375;2
51.4679569420138;10.7472570419311;12
48.0382169477129;14.4190011541366;4
50.8337162361631;10.9454402446747;73
48.7216514331108;10.9326971798706;3
47.796389;8.75;1
51.33333;9.86666;13
45.8409466344652;9.66608003173826;1
49.37861;12.70416;2
50.230833;8.607222;2
50.7371161602472;12.5266531693115;1
51.74678508137;11.521337772522;5
47.009289;9.067841;2
48.2529;7.8119;3
52.0029;11.7212;1
49.76666;9.62083;1
52.8914;12.4613;1
49.73333;8.77583;56
52.7480223495544;9.3515625;3
47.48327;6.85341;1
48.936705;8.752245;1
51.0845060699783;11.3703614484406;1
47.4583;14.2984;9
53.0344138869667;14.1103085290528;1
50.296372;5.100388;8
50.9201102501439;13.3433558942261;42
48.3263967519789;9.8927499180603;1
49.25527;8.87722;1
45.101;7.7;2
49.76194;9.51722;9
51.1;9.6;9
49.2855;6.88723;3
50.9281409950224;11.5879795899353;184
50.8957098215438;12.3542277916183;7
47.7944763628494;11.0064121481934;7
51.3402107084253;12.3747252910157;659
47.5051;7.3451;1
49.6;11;1
50.5;13.16666;234
51.7189436525498;8.7562039021301;2
51.1;14.66666;2
51.3635635692394;11.2949789047241;5
49.2925674115427;9.74670291534426;1
46.9082;9.40552;3
51.0147660900249;14.9327687460938;1
50.7;10.4;4
50.8288199;6.1386438;1
51.0656789482842;10.6142092962647;1
52.4262945094806;14.541263974266;1
53.41666;13.91666;1
53.3;7.38333;1
49.465988539241;6.36749267578125;61
52.5330879308702;14.379800250618;1
47.9863325818744;10.180820608139;28
50.51894;5.23284;1
48.1916;7.7699;4
48.06666;8.45;124
49.5742857288676;11.1984657764435;2
52.19883;14.115611;1
51.2906841868822;10.4465211039353;2
49.8;10.35;1
48.7423;9.3066;5
48.1871479167197;7.89676666259766;1
50.7821596626534;14.2150872552947;2
46.6494361633502;6.50390625;2
52.3;8.61666;7
47.3;11.5;20
49.6375;9.77972;1
50.4165784844904;6.55968512297056;1
49.86194;9.80583;2
48.502;9;285
48.8;9.68333;1
49.96027;9.77222;6
54.322811959134;10.1397372063599;4
50.6017;8.6439;2498
50.537468;7.229828;1
52.49292;13.387685;26
47.16667;9.53333;3
49.6968390453535;10.1783893709946;1
49.16666;11.28333;1
50.3701760650664;9.98000597363284;1
47.2993726687214;8.66460800170898;1
51.5084764478914;11.5786020899047;2
49.506;11.1;1
48.4;10.81666;1
48.03333;8.41666;2
50.9448551107265;11.9546266878052;4
50.2;14.7;2
51.0427469072765;11.6770131058349;2
49.51027;9.97111;2
51.28333;11.43333;1
51.75;10.5;19
49.89888;8.84444;1
53.1385358371509;8.2145919001083;11
47.297859;9.924774;11
49.579167;9.903889;1
50.977115627304;11.0245752697754;148
48.1521;7.7498;4
48.1385704716728;11.5731309814148;1719
51.45;10.95;6
53.544684;13.616241;1
52.1;13.5;7
47.2680757450624;8.64005545103453;1
52.3323203592256;11.2405800819397;1
52.8598459788227;13.7589907646179;1
50.36666;8.01666;6
49.508;11.1;1
53.001;7;1
51.1598616077271;12.9266163703613;2
54.33333;8.75;3
51.1276606083804;14.1796588253173;2
50.713417;12.498665;1
49.12166;12.12916;2
47.87467;7.65721;1
49.0338165438685;11.4745330810547;3
51.692222;10.737778;12
48.847222;7.488611;1
48.2572;8.068;1
51.25;10.38333;1
54.0741;9.98458;1
50.6330461477867;6.48182068535607;3
50.504898595057;6.51781943914796;3
50.5127781386311;12.9410628795624;2
49.3977922661038;8.79695892333984;1
53.2502459786173;10.4078723650513;4
51.1470117727396;11.3376537209319;1
51.1226940625207;11.5611579895019;1
49.8332;9.0421;10
50.1044180453589;8.7645893346405;4
51.1315122015288;9.54376654624934;6
53.5809351106369;9.7038283120728;1
50.22919;9.11041;1
48.66666;11.46666;1
52.2642608284271;10.5235560125199;7
50.7784;10.8974;1
50.8604473599632;11.3418717605743;1
47.95;9.66666;1
49.46666;10.38333;1
48.3922;8.034;5
47.440556;6.883056;1
50.0135448780095;8.06031653973389;1
53.737746;8.918839;3
47.50003;8.7251;16
48.6955;8.1357;6
48.195833;13.908333;6
51.0874862695614;11.6229909814758;1
50.0385;11.6747;1
52.2888348667873;8.91942892192083;4
46.750683;11.451874;16
49.78777;9.93611;67
49.5502784271886;10.7184946309662;1
49.3857540122452;11.3553117248536;3
50.956558;10.998761;1
50.2;12.9;1
47.5267064857252;7.87479400634766;1
48.0072665859055;8.09263229370117;2
48.0854;7.5696;8
47.569444;9.065833;2
47.65105;9.479828;9
49.73333;10.08333;2
50.4076971845586;6.257807661377;1
47.7038125091506;7.84810066223145;1
48.1216;7.8385;45
53.53561;10.06639;1
48.678;13.1171;1
49.8484463278333;10.4959091186523;1
47.6087092187798;8.23408126831055;1
51.5019027312576;10.7944853782653;11
50.692778655568;6.08239396560668;2
52.8059413607365;9.14390602111814;1
49.61666;10.51666;2
49.96666;7.9;2
50.3208;12.2546;2
51.28333;10.85;1
49.0092197317918;8.40407972352602;87
48.86666;10.58333;2
48.1;7.66666;29
50.879427;12.083931;1
50.8518202462494;11.2039628134918;2
51.9;11.76666;1
49.6087072735506;9.47411795372011;1
49.8;10.18333;4
52.1653;8.85996;1
48.56132662453;11.2652491580582;4
53.8611442040758;8.69921784130861;2
47.4;11;39
51.070786024222;9.39682151134491;9
49.5;10.5;23
47.623405;6.156979;2
48.177757;11.255364;2
53.7868258294397;9.48548113162997;1
51.01666;9.93333;1
48.859444;7.498333;1
52.8833;11.75;1
53.9092479886082;14.2497746944427;2
50.93333;9.55;2
47.17242;8.51745;1
50.536111;13.180556;9
49.4508579099186;10.3226788770294;48
52.4223133732014;14.470436550293;1
49.7286420242951;10.2435734272003;1
50.796708;13.318995;1
51.16666;11.8;9
45.0555516831988;11.0164794921875;1
50.3367448950534;8.75518354492192;9
51.316451;9.499741;1
52.03333;10.66666;1
51.8102812810115;11.7818199884033;25
48.589722;6.842222;1
50.394512;10.353584;1
49.2274217127816;9.21615958740233;12
49.5462271551544;10.433861077385;1
48.3;14.3;2
51.1383285768349;11.3936404114532;1
51.087879101958;11.4117461930847;1
52.75;11.5;27
49.6084478582918;9.74450321197514;9
47.9583020928492;7.71196782588959;1
48.2065;6.08549;1
48.28333;6.95;1
51.482676;11.969604;3
47.6144;7.6523;28
50.9072266146904;14.9560616878052;5
48.0286238346967;7.57387161254883;2
50.86666;13.33333;1
49.4407393435065;11.7600207328796;1
47.1;11.5;33
51.5865796032223;8.16656486900331;3
50.9413261758928;6.95827265341188;32
51.7342579209602;10.4514312744141;3
50.6621332397924;6.41049923754883;1
50.6617091428023;11.096931552887;8
50.5864048451372;8.67455628039556;15
49.35740445352;10.700536441803;1
51.1869278212483;10.0584202539062;55
51.2;12.5;1
52.8388793395868;9.34022849853523;1
54.3159992854783;13.090451335907;639
52.22616;8.83472;14
47.6984;8.462;1
51.75254;11.463547;2
49.30055;9.655;1
50.8027069072907;6.48381141398625;5
49.6967393149597;10.1350099336242;69
46.990206291979;7.78329849243164;1
49.97841;7.92182;4
52.45;8.96666;1
49.0135;8.4043;7
51.0228960729724;11.512788772583;10
47.547291309987;9.6870662432251;27
51.116491627579;9.66611282936094;17
51.44488;8.34851;1
