"year","month","time","ts","spi1","spi2","spi3","spi4","spi5","spi6","spi7","spi8","spi9","spi10","spi11","spi12"
1500,1,"1500-1-15 00:00:00",1500.04,-0.459728,-0.31875,-0.259538,-0.225638,-0.2033,-0.187333,-0.175295,-0.165872,-0.158287,-0.152049,-0.146831,-0.142405
1500,2,"1500-2-15 00:00:00",1500.12,-0.063518,-0.354835,-0.288289,-0.250109,-0.224895,-0.20683,-0.193179,-0.182467,-0.173822,-0.166693,-0.160713,-0.155627
1500,3,"1500-3-15 00:00:00",1500.21,0.017191,-0.031416,-0.273431,-0.237463,-0.213736,-0.196755,-0.183937,-0.173891,-0.165794,-0.159126,-0.153539,-0.148794
1500,4,"1500-4-15 00:00:00",1500.29,0.781598,0.541693,0.397281,0.126716,0.10764,0.09341,0.082216,0.073074,0.065398,0.058813,0.053065,0.047979
1500,5,"1500-5-15 00:00:00",1500.38,0.996667,1.205917,0.970119,0.796479,0.516296,0.462378,0.420652,0.387112,0.359379,0.335939,0.31578,0.298192
1500,6,"1500-6-15 00:00:00",1500.46,-1.959488,-0.65293,-0.097918,-0.075434,-0.092345,-0.251828,-0.234452,-0.220765,-0.209674,-0.20049,-0.192753,-0.186141
1500,7,"1500-7-15 00:00:00",1500.54,-1.976419,-2.669106,-1.588126,-0.99225,-0.86865,-0.807563,-0.895247,-0.833921,-0.783669,-0.741579,-0.705702,-0.674681
1500,8,"1500-8-15 00:00:00",1500.62,1.922617,-0.036485,-1.087818,-0.467521,-0.095379,-0.079817,-0.09456,-0.231115,-0.219363,-0.209624,-0.201411,-0.194388
1500,9,"1500-9-15 00:00:00",1500.71,-0.151637,1.200977,-0.111002,-0.9956,-0.47411,-0.141678,-0.124176,-0.135033,-0.260623,-0.248519,-0.238284,-0.229505
1500,10,"1500-10-15 00:00:00",1500.79,-0.284772,-0.295948,0.803026,-0.225437,-0.99415,-0.53241,-0.225663,-0.204033,-0.209546,-0.324054,-0.30989,-0.297705
1500,11,"1500-11-15 00:00:00",1500.88,0.131483,-0.103952,-0.164758,0.743939,-0.145581,-0.849425,-0.444162,-0.16839,-0.152617,-0.161348,-0.272898,-0.262473
1500,12,"1500-12-15 00:00:00",1500.96,0.21393,0.234239,0.032765,-0.041847,0.743319,-0.053056,-0.707234,-0.345425,-0.09518,-0.084992,-0.097144,-0.206754
1501,1,"1501-1-15 00:00:00",1501.04,0.331178,0.369661,0.365575,0.180189,0.097472,0.792478,0.062641,-0.552965,-0.226677,0.001419,0.005831,-0.01023
1501,2,"1501-2-15 00:00:00",1501.12,0.342521,0.456864,0.479603,0.468666,0.298014,0.21351,0.842018,0.164944,-0.417652,-0.119418,0.090708,0.090663
1501,3,"1501-3-15 00:00:00",1501.21,0.886566,0.833496,0.843041,0.815912,0.773373,0.593921,0.493809,1.057802,0.413238,-0.149719,0.118093,0.306686
1501,4,"1501-4-15 00:00:00",1501.29,0.781598,1.131253,1.086411,1.07697,1.037206,0.984653,0.807462,0.701961,1.218425,0.604649,0.061983,0.306686
1501,5,"1501-5-15 00:00:00",1501.38,0.518571,0.8817,1.181534,1.163147,1.160837,1.126487,1.077459,0.910973,0.808522,1.291289,0.708497,0.187888
1501,6,"1501-6-15 00:00:00",1501.46,0.044957,0.382152,0.726797,1.026305,1.044682,1.064574,1.048379,1.013804,0.865917,0.774543,1.235865,0.685953
1501,7,"1501-7-15 00:00:00",1501.54,0.501286,0.370431,0.575339,0.849123,1.109113,1.126904,1.144957,1.129131,1.095402,0.954232,0.865046,1.301614
1501,8,"1501-8-15 00:00:00",1501.62,2.211604,1.839726,1.490117,1.50675,1.646847,1.81176,1.776953,1.752131,1.702682,1.641254,1.481605,1.373422
1501,9,"1501-9-15 00:00:00",1501.71,-0.151637,1.396951,1.383893,1.198537,1.268116,1.431349,1.610871,1.601559,1.595956,1.563337,1.516339,1.373422
1501,10,"1501-10-15 00:00:00",1501.79,-0.238667,-0.264682,0.984083,1.068105,0.96081,1.05751,1.232689,1.420308,1.429593,1.438779,1.419769,1.384878
1501,11,"1501-11-15 00:00:00",1501.88,1.265295,0.6962,0.472774,1.419455,1.456054,1.33112,1.395255,1.538419,1.698992,1.695855,1.694065,1.666608
1501,12,"1501-12-15 00:00:00",1501.96,1.605508,1.946813,1.422192,1.140725,1.904176,1.902926,1.760566,1.795366,1.908883,2.043439,2.026532,2.012388
1502,1,"1502-1-15 00:00:00",1502.04,0.319066,1.305135,1.723546,1.357191,1.136135,1.836158,1.852692,1.733148,1.773849,1.887259,2.020413,2.009378
1502,2,"1502-2-15 00:00:00",1502.12,1.249421,1.063658,1.714969,2.041528,1.70472,1.483602,2.104134,2.108774,1.987217,2.016007,2.11508,2.234725
1502,3,"1502-3-15 00:00:00",1502.21,0.785717,1.380114,1.272021,1.820982,2.120442,1.827061,1.624905,2.197478,2.203478,2.089528,2.116155,2.209666
1502,4,"1502-4-15 00:00:00",1502.29,-0.001649,0.53171,1.098732,1.081887,1.606283,1.913907,1.675314,1.507247,2.056649,2.076701,1.980432,2.015044
1502,5,"1502-5-15 00:00:00",1502.38,0.800759,0.54191,0.856312,1.303406,1.279696,1.743695,2.024657,1.804264,1.64476,2.159118,2.177617,2.085163
1502,6,"1502-6-15 00:00:00",1502.46,-0.72644,0.050399,0.039265,0.394753,0.855402,0.889239,1.355251,1.652146,1.47695,1.350546,1.857309,1.893486
1502,7,"1502-7-15 00:00:00",1502.54,-1.493705,-1.505575,-0.766921,-0.653502,-0.257828,0.225015,0.313631,0.791718,1.110548,0.981199,0.89061,1.39777
1502,8,"1502-8-15 00:00:00",1502.62,-1.963523,-2.344493,-2.260514,-1.555723,-1.37354,-0.952249,-0.453529,-0.321328,0.167913,0.506506,0.417898,0.360333
1502,9,"1502-9-15 00:00:00",1502.71,0.681324,-0.869513,-1.499873,-1.610648,-1.096372,-0.9905,-0.644462,-0.208354,-0.101897,0.345792,0.657919,0.567307
1502,10,"1502-10-15 00:00:00",1502.79,0.566746,0.84637,-0.386572,-1.015941,-1.191341,-0.782233,-0.718056,-0.421254,-0.029588,0.059917,0.475671,0.767436
1502,11,"1502-11-15 00:00:00",1502.88,1.451654,1.368763,1.458712,0.338562,-0.307414,-0.543736,-0.229613,-0.213574,0.029452,0.371614,0.435531,0.813743
1502,12,"1502-12-15 00:00:00",1502.96,0.746837,1.49089,1.49411,1.584995,0.601855,-0.003908,-0.247735,0.019851,0.018102,0.233299,0.547135,0.60038
1503,1,"1503-1-15 00:00:00",1503.04,0.319066,0.722834,1.360283,1.418401,1.528188,0.660315,0.103651,-0.130371,0.111733,0.104873,0.304409,0.60038
1503,2,"1503-2-15 00:00:00",1503.12,0.491442,0.54964,0.841463,1.38377,1.451129,1.559846,0.770842,0.24944,0.021429,0.240576,0.227634,0.412037
1503,3,"1503-3-15 00:00:00",1503.21,-0.05038,0.299103,0.410711,0.693019,1.200683,1.29174,1.413834,0.699559,0.218801,0.006336,0.214921,0.204284
1503,4,"1503-4-15 00:00:00",1503.29,-0.784897,-0.566437,-0.185781,-0.011391,0.293034,0.79648,0.921049,1.067128,0.425734,-0.009752,-0.19877,0.009662
1503,5,"1503-5-15 00:00:00",1503.38,-1.902775,-1.822625,-1.479421,-1.033165,-0.782247,-0.432627,0.091063,0.261245,0.443469,-0.122331,-0.50567,-0.662113
1503,6,"1503-6-15 00:00:00",1503.46,-2.411742,-2.925858,-2.75531,-2.368273,-1.890479,-1.589972,-1.207393,-0.667634,-0.459535,-0.245685,-0.745182,-1.080878
1503,7,"1503-7-15 00:00:00",1503.54,-2.052597,-3.027458,-3.440272,-3.289048,-2.922915,-2.45898,-2.148261,-1.760477,-1.224237,-0.998081,-0.768421,-1.219751
1503,8,"1503-8-15 00:00:00",1503.62,-1.053459,-2.106348,-2.98137,-3.412553,-3.32999,-3.025052,-2.609555,-2.321922,-1.955591,-1.443973,-1.221018,-0.993618
1503,9,"1503-9-15 00:00:00",1503.71,0.681324,-0.25236,-1.310128,-2.224184,-2.73496,-2.756946,-2.545737,-2.208947,-1.974717,-1.655974,-1.191125,-0.993618
1503,10,"1503-10-15 00:00:00",1503.79,1.418264,1.42382,0.565244,-0.462851,-1.387197,-1.949679,-2.052138,-1.919906,-1.653812,-1.471192,-1.199836,-0.782033
1503,11,"1503-11-15 00:00:00",1503.88,1.451654,1.946213,1.918803,1.148674,0.180668,-0.720572,-1.300451,-1.451478,-1.373484,-1.159495,-1.015953,-0.782033
1503,12,"1503-12-15 00:00:00",1503.96,-0.111833,0.908589,1.490245,1.581706,0.96828,0.122145,-0.69853,-1.241575,-1.391425,-1.325521,-1.128372,-0.995396
1504,1,"1504-1-15 00:00:00",1504.04,1.428051,0.892583,1.495533,1.925109,1.97534,1.3975,0.591994,-0.202816,-0.745367,-0.918646,-0.884015,-0.719835
1504,2,"1504-2-15 00:00:00",1504.12,1.518996,1.998518,1.531919,1.971433,2.315289,2.340082,1.792378,1.023034,0.2536,-0.284597,-0.474572,-0.464507
1504,3,"1504-3-15 00:00:00",1504.21,0.017191,1.041754,1.601633,1.311756,1.746697,2.096734,2.152214,1.668522,0.962714,0.243793,-0.265311,-0.447717
1504,4,"1504-4-15 00:00:00",1504.29,-1.914091,-1.286369,-0.204189,0.482939,0.380792,0.875716,1.279916,1.400124,1.00315,0.38075,-0.268263,-0.7283
1504,5,"1504-5-15 00:00:00",1504.38,-1.902775,-2.588379,-2.053036,-1.048833,-0.346018,-0.353391,0.163741,0.59424,0.755196,0.421982,-0.135476,-0.7283
1504,6,"1504-6-15 00:00:00",1504.46,-2.411742,-2.925858,-3.365434,-2.85649,-1.904305,-1.196108,-1.134715,-0.600195,-0.147807,0.048172,-0.229176,-0.7283
1504,7,"1504-7-15 00:00:00",1504.54,-1.603161,-2.722676,-3.197433,-3.601653,-3.171356,-2.306784,-1.635938,-1.552876,-1.029895,-0.580536,-0.372591,-0.616624
1504,8,"1504-8-15 00:00:00",1504.62,-1.185882,-1.891368,-2.810082,-3.266766,-3.659594,-3.297887,-2.51446,-1.887832,-1.799909,-1.297217,-0.859736,-0.649529
1504,9,"1504-9-15 00:00:00",1504.71,-0.151637,-0.907029,-1.588905,-2.461457,-2.944345,-3.359748,-3.075947,-2.380477,-1.81153,-1.738454,-1.269316,-0.856503
1504,10,"1504-10-15 00:00:00",1504.79,-0.284772,-0.295948,-0.876554,-1.483312,-2.287718,-2.762744,-3.177434,-2.943004,-2.311579,-1.786049,-1.722342,-1.279674
1504,11,"1504-11-15 00:00:00",1504.88,-0.270203,-0.376352,-0.381796,-0.870315,-1.418626,-2.164548,-2.624936,-3.032632,-2.833926,-2.253421,-1.76366,-1.707522
1504,12,"1504-12-15 00:00:00",1504.96,0.354519,0.057179,-0.10831,-0.16192,-0.62415,-1.150953,-1.866278,-2.325138,-2.735445,-2.573894,-2.043739,-1.591642
1505,1,"1505-1-15 00:00:00",1505.04,1.506719,1.262184,0.859666,0.600721,0.468577,-0.011453,-0.549314,-1.261845,-1.736758,-2.163965,-2.046942,-1.572095
1505,2,"1505-2-15 00:00:00",1505.12,0.964036,1.675524,1.526549,1.175019,0.921346,0.776306,0.3135,-0.209066,-0.899809,-1.371882,-1.799915,-1.709992
1505,3,"1505-3-15 00:00:00",1505.21,0.084762,0.711235,1.380794,1.338259,1.071312,0.862925,0.740553,0.317333,-0.170968,-0.824897,-1.278423,-1.693202
1505,4,"1505-4-15 00:00:00",1505.29,-0.001649,0.056362,0.565794,1.174466,1.180298,0.966665,0.790963,0.686651,0.296584,-0.161621,-0.782428,-1.217997
1505,5,"1505-5-15 00:00:00",1505.38,-0.016219,-0.012117,0.036144,0.474101,1.029843,1.059728,0.881222,0.728883,0.638061,0.275118,-0.157447,-0.749225
1505,6,"1505-6-15 00:00:00",1505.46,0.430656,0.281048,0.223037,0.228812,0.593149,1.087626,1.116775,0.951998,0.808058,0.720002,0.373167,-0.042945
1505,7,"1505-7-15 00:00:00",1505.54,2.013563,1.657529,1.311894,1.115824,1.019074,1.273341,1.674366,1.664218,1.479044,1.315881,1.207887,0.85574
1505,8,"1505-8-15 00:00:00",1505.62,1.63363,2.473317,2.203339,1.867852,1.647645,1.518689,1.71702,2.063125,2.034858,1.84384,1.673655,1.556333
1505,9,"1505-9-15 00:00:00",1505.71,0.494508,1.443182,2.237839,2.102724,1.848998,1.668825,1.559215,1.747455,2.075727,2.054294,1.876966,1.716888
1505,10,"1505-10-15 00:00:00",1505.79,0.553919,0.710983,1.449166,2.159409,2.080374,1.872393,1.716895,1.619555,1.797562,2.109171,2.091976,1.925286
1505,11,"1505-11-15 00:00:00",1505.88,-0.270203,0.1924,0.420489,1.109157,1.795948,1.77933,1.626637,1.508854,1.437233,1.620149,1.928989,1.925286
1505,12,"1505-12-15 00:00:00",1505.96,-0.111833,-0.259075,0.092872,0.306458,0.933408,1.580554,1.594501,1.474492,1.379838,1.324061,1.506716,1.809407
1506,1,"1506-1-15 00:00:00",1506.04,0.858449,0.506312,0.257415,0.473826,0.618819,1.157305,1.738279,1.747268,1.630939,1.536986,1.479169,1.648324
1506,2,"1506-2-15 00:00:00",1506.12,0.545541,0.952105,0.698177,0.469974,0.63953,0.758615,1.244889,1.783096,1.794942,1.687577,1.599384,1.544336
1506,3,"1506-3-15 00:00:00",1506.21,0.084762,0.427435,0.8044,0.633214,0.449134,0.608478,0.724326,1.181576,1.69396,1.715367,1.621928,1.544336
1506,4,"1506-4-15 00:00:00",1506.29,-0.001649,0.056362,0.339673,0.683885,0.55812,0.404911,0.557572,0.671594,1.10563,1.596393,1.625729,1.544336
1506,5,"1506-5-15 00:00:00",1506.38,-0.016219,-0.012117,0.036144,0.281645,0.596922,0.497974,0.365953,0.512317,0.623966,1.037782,1.509142,1.544336
1506,6,"1506-6-15 00:00:00",1506.46,-1.959488,-1.339811,-1.068403,-0.870361,-0.546669,-0.179031,-0.201802,-0.27152,-0.092465,0.048928,0.472591,0.950433
1506,7,"1506-7-15 00:00:00",1506.54,-1.153725,-2.111202,-1.69089,-1.439913,-1.236274,-0.916318,-0.551974,-0.547057,-0.591002,-0.404678,-0.254618,0.163424
1506,8,"1506-8-15 00:00:00",1506.62,0.013169,-0.773459,-1.675012,-1.433098,-1.265328,-1.111386,-0.836065,-0.508074,-0.508273,-0.553496,-0.380197,-0.239229
1506,9,"1506-9-15 00:00:00",1506.71,-0.151637,-0.093901,-0.698196,-1.495374,-1.326197,-1.198006,-1.070381,-0.823081,-0.519894,-0.520866,-0.564273,-0.399783
1506,10,"1506-10-15 00:00:00",1506.79,-0.284772,-0.295948,-0.228685,-0.72521,-1.435183,-1.301746,-1.194579,-1.082025,-0.853651,-0.56846,-0.568074,-0.608182
1506,11,"1506-11-15 00:00:00",1506.88,-0.270203,-0.376352,-0.381796,-0.318899,-0.749628,-1.394809,-1.284837,-1.192725,-1.091802,-0.879074,-0.609392,-0.608182
1506,12,"1506-12-15 00:00:00",1506.96,0.121343,-0.100948,-0.234299,-0.269152,-0.232173,-0.632365,-1.238604,-1.154368,-1.081123,-0.995816,-0.8017,-0.550242
1507,1,"1507-1-15 00:00:00",1507.04,0.331178,0.306874,0.09851,-0.047116,-0.103116,-0.088277,-0.468729,-1.046028,-0.983956,-0.928001,-0.857626,-0.681258
1507,2,"1507-2-15 00:00:00",1507.12,0.545541,0.59454,0.539272,0.334726,0.179816,0.106791,0.10238,-0.264804,-0.819953,-0.77741,-0.737411,-0.681258
1507,3,"1507-3-15 00:00:00",1507.21,-0.751335,-0.139558,0.067747,0.113464,-0.009527,-0.112946,-0.154564,-0.139314,-0.46724,-0.979719,-0.933,-0.889012
1507,4,"1507-4-15 00:00:00",1507.29,-0.924592,-1.136518,-0.610769,-0.367538,-0.275095,-0.347385,-0.414348,-0.431766,-0.400346,-0.694908,-1.169991,-1.118345
1507,5,"1507-5-15 00:00:00",1507.38,-0.016219,-0.638004,-0.914298,-0.527298,-0.330921,-0.254322,-0.324089,-0.389534,-0.408925,-0.381858,-0.663001,-1.118345
1507,6,"1507-6-15 00:00:00",1507.46,-1.054979,-0.726425,-1.078363,-1.263341,-0.893459,-0.685341,-0.587846,-0.629733,-0.672651,-0.67582,-0.637239,-0.893593
1507,7,"1507-7-15 00:00:00",1507.54,1.257424,0.137287,0.100622,-0.339558,-0.604559,-0.345953,-0.206018,-0.153324,-0.222415,-0.288036,-0.312618,-0.294469
1507,8,"1507-8-15 00:00:00",1507.62,0.013169,0.861643,0.116501,0.091698,-0.294303,-0.541021,-0.312899,-0.187059,-0.139687,-0.20604,-0.269621,-0.294469
1507,9,"1507-9-15 00:00:00",1507.71,-0.984599,-0.658768,0.154528,-0.353638,-0.318655,-0.626491,-0.827166,-0.5974,-0.46256,-0.402648,-0.452203,-0.501444
1507,10,"1507-10-15 00:00:00",1507.79,-1.13629,-1.438265,-1.138841,-0.391032,-0.773209,-0.70406,-0.956546,-1.1219,-0.890979,-0.748758,-0.678161,-0.71303
1507,11,"1507-11-15 00:00:00",1507.88,-0.270203,-0.953803,-1.291952,-1.093553,-0.454727,-0.797123,-0.736611,-0.971853,-1.129131,-0.914262,-0.780313,-0.71303
1507,12,"1507-12-15 00:00:00",1507.96,-0.345009,-0.417201,-0.946369,-1.258271,-1.105035,-0.536981,-0.847115,-0.791103,-1.010506,-1.159348,-0.956727,-0.828909
1508,1,"1508-1-15 00:00:00",1508.04,-0.196092,-0.366944,-0.438363,-0.895654,-1.189959,-1.069569,-0.55845,-0.847199,-0.797825,-1.006541,-1.150216,-0.959925
1508,2,"1508-2-15 00:00:00",1508.12,-0.063518,-0.176053,-0.326687,-0.402311,-0.816161,-1.097668,-1.002408,-0.537999,-0.811634,-0.769567,-0.970768,-1.111265
1508,3,"1508-3-15 00:00:00",1508.21,0.684869,0.421364,0.229775,0.036905,-0.077088,-0.485953,-0.776656,-0.716558,-0.303695,-0.576623,-0.550867,-0.754396
1508,4,"1508-4-15 00:00:00",1508.29,0.927878,1.093672,0.837077,0.622277,0.409124,0.270385,-0.133887,-0.431295,-0.399904,-0.030925,-0.304556,-0.294093
1508,5,"1508-5-15 00:00:00",1508.38,0.757619,1.143007,1.280753,1.060867,0.856598,0.646993,0.50264,0.112038,-0.182566,-0.168476,0.168342,-0.10181
1508,6,"1508-6-15 00:00:00",1508.46,0.044957,0.544261,0.934997,1.110752,0.954423,0.789881,0.608563,0.480424,0.118007,-0.159727,-0.147985,0.171503
1508,7,"1508-7-15 00:00:00",1508.54,1.257424,0.883201,1.113057,1.374058,1.490495,1.322469,1.147128,0.956834,0.816839,0.457295,0.176636,0.171503
1508,8,"1508-8-15 00:00:00",1508.62,1.922617,2.156522,1.742528,1.831516,1.992805,2.050215,1.859209,1.664021,1.45702,1.299129,0.935115,0.645963
1508,9,"1508-9-15 00:00:00",1508.71,0.494508,1.639156,1.985429,1.710517,1.816933,1.980465,2.046758,1.879393,1.702113,1.509584,1.360583,1.013492
1508,10,"1508-10-15 00:00:00",1508.79,-0.284772,0.142231,1.152151,1.558882,1.393904,1.536134,1.720869,1.810393,1.676223,1.526161,1.356782,1.225078
1508,11,"1508-11-15 00:00:00",1508.88,0.590725,0.20748,0.432505,1.252282,1.61539,1.474982,1.607555,1.781033,1.867226,1.7427,1.600911,1.439001
1508,12,"1508-12-15 00:00:00",1508.96,-0.345009,0.166631,-0.021102,0.209453,0.965082,1.332093,1.236971,1.384067,1.566559,1.665231,1.562059,1.439001
1509,1,"1509-1-15 00:00:00",1509.04,-0.196092,-0.366944,0.026813,-0.108139,0.105255,0.799505,1.155956,1.086641,1.238422,1.422784,1.527471,1.439001
1509,2,"1509-2-15 00:00:00",1509.12,-0.063518,-0.176053,-0.326687,-0.00639,-0.121206,0.071759,0.711997,1.052811,0.998696,1.149944,1.332221,1.439001
1509,3,"1509-3-15 00:00:00",1509.21,0.084762,0.014406,-0.094474,-0.239071,0.02876,-0.078377,0.094309,0.687102,1.010316,0.964769,1.112255,1.289887
1509,4,"1509-4-15 00:00:00",1509.29,-0.001649,0.056362,0.010587,-0.081167,-0.211641,0.025363,-0.072446,0.086996,0.642737,0.951942,0.914166,1.058917
1509,5,"1509-5-15 00:00:00",1509.38,-0.016219,-0.012117,0.036144,0.001552,-0.078209,-0.19703,0.017813,-0.072281,0.076704,0.601426,0.898205,0.866634
1509,6,"1509-6-15 00:00:00",1509.46,0.821053,0.545792,0.433976,0.408347,0.334574,0.230231,0.095224,0.272584,0.172037,0.298267,0.784358,1.059478
1509,7,"1509-7-15 00:00:00",1509.54,0.491664,0.890209,0.700522,0.595471,0.559881,0.482234,0.376423,0.24169,0.398713,0.297484,0.411028,0.869202
1509,8,"1509-8-15 00:00:00",1509.62,-3.328275,-1.923627,-1.089044,-0.934368,-0.825217,-0.714016,-0.676278,-0.688678,-0.745417,-0.540111,-0.586318,-0.435542
1509,9,"1509-9-15 00:00:00",1509.71,-2.10421,-3.683999,-2.669619,-1.894588,-1.678489,-1.516084,-1.362139,-1.283748,-1.259006,-1.281778,-1.061001,-1.081272
1509,10,"1509-10-15 00:00:00",1509.79,-1.056907,-2.143688,-3.506341,-2.758219,-2.100828,-1.902745,-1.745844,-1.593549,-1.510316,-1.477698,-1.490861,-1.273133
1509,11,"1509-11-15 00:00:00",1509.88,-0.270203,-0.89997,-1.854007,-3.108584,-2.543687,-1.995808,-1.836103,-1.704249,-1.570656,-1.498093,-1.471345,-1.487056
1509,12,"1509-12-15 00:00:00",1509.96,-0.111833,-0.259075,-0.777488,-1.629415,-2.788601,-2.33763,-1.868238,-1.738611,-1.628051,-1.51139,-1.449362,-1.429117
1510,1,"1510-1-15 00:00:00",1510.04,-0.777807,-0.603302,-0.626684,-1.019433,-1.753556,-2.80278,-2.405602,-1.976121,-1.854646,-1.748775,-1.635716,-1.573661
1510,2,"1510-2-15 00:00:00",1510.12,-0.515292,-0.876905,-0.759111,-0.770356,-1.108732,-1.772066,-2.744032,-2.392877,-2.000347,-1.890134,-1.792267,-1.685918
1510,3,"1510-3-15 00:00:00",1510.21,0.684869,0.114997,-0.328638,-0.33114,-0.401875,-0.750111,-1.395246,-2.332623,-2.040106,-1.697189,-1.613158,-1.536803
1510,4,"1510-4-15 00:00:00",1510.29,-0.001649,0.46332,0.090735,-0.280469,-0.292889,-0.36345,-0.688592,-1.295174,-2.184126,-1.923603,-1.609357,-1.536803
1510,5,"1510-5-15 00:00:00",1510.38,1.737227,1.176969,1.307813,0.876137,0.457507,0.372098,0.250494,-0.097175,-0.705281,-1.580814,-1.370331,-1.101107
1510,6,"1510-6-15 00:00:00",1510.46,0.044957,1.208575,0.962057,1.133783,0.791405,0.429548,0.356416,0.246455,-0.077843,-0.652475,-1.486875,-1.293951
1510,7,"1510-7-15 00:00:00",1510.54,0.501286,0.370431,1.233802,1.049358,1.203959,0.898225,0.562481,0.487054,0.377063,0.064577,-0.48776,-1.29156
1510,8,"1510-8-15 00:00:00",1510.62,0.013169,0.348874,0.302261,1.056172,0.931366,1.091859,0.828321,0.526037,0.459791,0.35907,0.064655,-0.461277
1510,9,"1510-9-15 00:00:00",1510.71,-0.151637,-0.093901,0.196037,0.187527,0.870497,0.785353,0.950543,0.721316,0.448171,0.3917,0.300835,0.023899
1510,10,"1510-10-15 00:00:00",1510.79,-0.284772,-0.295948,-0.228685,0.035891,0.049918,0.681613,0.624654,0.793206,0.592109,0.344106,0.297034,0.215759
1510,11,"1510-11-15 00:00:00",1510.88,-1.217656,-1.01886,-0.893723,-0.754611,-0.462483,-0.401095,0.215964,0.19988,0.387058,0.223056,0.00853,-0.019664
1510,12,"1510-12-15 00:00:00",1510.96,1.305776,0.059758,-0.106255,-0.16017,-0.136,0.060885,0.070957,0.607617,0.568328,0.724228,0.552127,0.332584
1511,1,"1511-1-15 00:00:00",1511.04,-0.196092,0.752524,-0.05834,-0.180614,-0.220924,-0.194643,-0.010058,0.004688,0.511562,0.481781,0.635405,0.477128
1511,2,"1511-2-15 00:00:00",1511.12,1.249421,0.714307,1.274669,0.524926,0.347661,0.258336,0.241384,0.380314,0.36915,0.826085,0.782694,0.915625
1511,3,"1511-3-15 00:00:00",1511.21,0.785717,1.380114,0.993671,1.446232,0.782093,0.601795,0.501031,0.469018,0.58541,0.564222,0.988114,0.940684
1511,4,"1511-4-15 00:00:00",1511.29,-0.001649,0.53171,1.098732,0.844977,1.27558,0.705535,0.551441,0.464396,0.438581,0.551396,0.534449,0.940684
1511,5,"1511-5-15 00:00:00",1511.38,0.757619,0.512655,0.833002,1.283567,1.053124,1.429301,0.90178,0.747959,0.655919,0.62194,0.72038,0.69727
1511,6,"1511-6-15 00:00:00",1511.46,0.821053,1.070564,0.852095,1.08657,1.465907,1.251692,1.586974,1.092824,0.939891,0.844276,0.803805,0.890115
1511,7,"1511-7-15 00:00:00",1511.54,2.769701,2.435043,2.349508,1.99896,2.082876,2.338398,2.078987,2.336331,1.831627,1.648251,1.522972,1.453771
1511,8,"1511-8-15 00:00:00",1511.62,1.145665,2.655176,2.559176,2.526583,2.228952,2.300381,2.529941,2.286398,2.521585,2.041918,1.861432,1.735174
1511,9,"1511-9-15 00:00:00",1511.71,0.681324,1.238959,2.483678,2.491497,2.50612,2.26213,2.339009,2.560032,2.33928,2.564532,2.113482,1.942149
1511,10,"1511-10-15 00:00:00",1511.79,-0.284772,0.268919,0.833289,1.982953,2.083091,2.15839,1.979226,2.081575,2.313391,2.126801,2.356867,1.942149
1511,11,"1511-11-15 00:00:00",1511.88,-0.270203,-0.376352,0.068269,0.58497,1.640232,1.781782,1.888967,1.752273,1.869745,2.106405,1.945702,2.177572
1511,12,"1511-12-15 00:00:00",1511.96,-0.578185,-0.575328,-0.612267,-0.207789,0.281574,1.269083,1.440014,1.572473,1.471561,1.603434,1.846016,1.709445
1512,1,"1512-1-15 00:00:00",1512.04,-1.008164,-1.075771,-1.00313,-0.984746,-0.592505,-0.115176,0.825229,1.021792,1.177715,1.109744,1.257022,1.507661
1512,2,"1512-2-15 00:00:00",1512.12,-1.782496,-1.892466,-1.820251,-1.673516,-1.592387,-1.188093,-0.704728,0.209843,0.436142,0.619641,0.586987,0.754289
1512,3,"1512-3-15 00:00:00",1512.21,0.017191,-1.197129,-1.498558,-1.54135,-1.469842,-1.43144,-1.083999,-0.648562,0.201459,0.41587,0.591902,0.563326
1512,4,"1512-4-15 00:00:00",1512.29,-0.784897,-0.520614,-1.377922,-1.636412,-1.678718,-1.614693,-1.576784,-1.250631,-0.836286,-0.0261,0.189467,0.368704
1512,5,"1512-5-15 00:00:00",1512.38,0.518571,-0.180607,-0.134612,-0.934301,-1.233627,-1.325676,-1.306787,-1.301388,-1.019362,-0.645628,0.110551,0.309305
1512,6,"1512-6-15 00:00:00",1512.46,1.597148,1.434759,0.719068,0.619921,-0.176324,-0.528605,-0.679185,-0.714488,-0.751992,-0.521376,-0.195363,0.50215
1512,7,"1512-7-15 00:00:00",1512.54,-1.976419,-0.257199,0.075267,-0.296895,-0.255023,-0.883386,-1.149121,-1.246592,-1.245859,-1.252807,-1.0099,-0.677168
1512,8,"1512-8-15 00:00:00",1512.62,-1.185882,-2.144491,-0.845681,-0.481299,-0.743261,-0.664779,-1.20885,-1.43611,-1.513187,-1.500799,-1.497046,-1.256511
1512,9,"1512-9-15 00:00:00",1512.71,2.467508,0.869125,-0.37541,0.414973,0.576648,0.23305,0.219542,-0.352179,-0.624014,-0.747361,-0.778989,-0.81268
1512,10,"1512-10-15 00:00:00",1512.79,-1.13629,0.902755,0.078528,-0.842074,-0.094937,0.104294,-0.168134,-0.150651,-0.661419,-0.900956,-1.004947,-1.024265
1512,11,"1512-11-15 00:00:00",1512.88,-0.1504,-0.872559,0.638018,-0.002329,-0.804136,-0.140825,0.045116,-0.202916,-0.184938,-0.664892,-0.89334,-0.994497
