"longitude";"latitude";"count"
12.31666;49.5;1
7.832656;47.993785;4
7.8402;47.9965;1
9.36666;49.98333;1
8;47;2
7.1017;47.811;32
7.80548572540283;48.0062903712063;3
7.33882382537843;47.7472806619769;29
8.20661544799805;48.0503164932448;1
8.67277;49.47777;1
8.9239;50.44378;3
7.839775;48.003732;4
8.18610191345215;47.9277882511644;1
10.0023710727692;50.7248109213046;3
10.4592904008332;51.2087112751716;45
11.809953116394;51.1525374263232;22
9.0472;53.8655;1
7.5455;48.0389;1
7.2766;48.0867;10
8.68082786508182;50.1111542202529;3
7.838056;48.001111;3
9.73416;49.10583;30
8.1357;48.6955;5
9.5;48.41666;4
9.05376582145686;48.5202987322283;2
7.45;51.51666;8
10;53.4;1
7.8466;47.9943;2
7.82089;47.65105;1
7.84110546112061;47.9846653506672;3
9.14062;48.69096;8
8.75;54.33333;1
7.8284;48.0081;2
9.2157;48.0873;1
7.8537;48.0031;1
9.85944;49.94222;1
6.31662;51.03308;3
9.56666;50;1
14.5;51.75;1
8.41136462957763;48.463787475238;1
8.01666;50.36666;1
9.68888;49.28194;33
11.2610180224457;47.4420070864301;1
7.2146;47.9058;13
7.9026;48.0097;1
7.95068198650705;48.7646605583903;1
10.5;54.3;1
11;47.4;8
9.555139;48.162056;1
10.7;51;5
7.831468;47.979378;1
14.8064804814453;50.8968148230765;3
12.98333;50.46666;1
10.2;50.001;1
8.05213630199432;48.0999230230832;1
8.05078664550774;48.3115281339271;2
6.978889;47.783889;2
7.4;46.2;1
7.8212;47.9838;2
11.31666;49.66666;2
14.1;53.9;1
8.33724975585938;47.8168433235208;2
9.14375266662591;49.9760948839952;1
8.05;50.38333;6
14.5;52.901;1
10.2344565277863;50.045029193428;39
7.357222;47.440278;1
9.58333;48;2
7.9244;48.51;1
9;54.3;1
10.01666;53.56666;1
8.35547985054018;49.5354470666784;4
7.846;47.9927;3
7.488611;48.847222;1
7.6;50.35;43
7.61666;50.3;1
7.498333;48.859444;1
9.08138;49.92111;11
9.25746016502376;49.7011657886684;14
13.9;46.8;1
12.3747252910157;51.3402107084253;39
7.55502575226585;48.0145051139378;1
8.27355286906436;49.9988500786463;3
8.2217;48.3013;1
6.020164;48.709768;27
6.77;47.384722;1
9.51722;49.76194;3
12.0832872698364;50.8766108417918;10
10.3680038452148;49.4500483784189;3
9.21615958740233;49.2274217127816;4
9.7265625;45.1425610209447;2
7.3451;47.5051;1
6.925278;47.486111;1
7.778056;48.756389;1
8.2012939453125;48.4656371004498;1
9.4;47.501;1
11.166667;50.5;4
11.03333;49.46666;6
7.7913;47.999;13
6.18324144584653;49.1160778437075;17
7.183837890625;45.108646701403;2
7.3059;48.1514;1
11.95;49.3;1
8.70928275152585;49.41213850712;7
7.79271551246256;47.5542885242955;3
8.87722;49.25527;1
7.049722;47.703056;1
12.0207710266113;51.8760502191519;15
7.858455;48.010576;5
10.3269785290527;51.2099123263682;3
10.1790062790681;49.3771553851033;37
10.66666;52.03333;1
11.46666;53.9;3
7.76666;50.08333;4
6.803611;47.251111;2
12.15666;49.6775;6
10.88848;49.72176;2
8;50;1
10.2274666910935;49.6242852735546;2
8.40407972352602;49.0092197317918;5
7.1;50.73333;6
13.16666;50.5;38
9.93359184130861;51.5330521610474;7
14.2984;47.4583;3
7.371667;48.231944;2
9.36927795410156;47.3383573795139;1
7.183889;48.246667;1
10.65;49.46666;1
6.9979;47.5064;1
14.58333;51.41666;5
13.75830078125;52.333752795511;3
9.479828;47.65105;3
5.7738;48.477;2
9.93611;49.78777;3
7.716667;50.15;2
7.62541276715092;51.9629575435929;3
11.14833;49.35361;2
10.6880021666565;53.8685984773675;4
7.834386;47.983611;1
9.99642139962771;53.5504048276126;29
7.853815;48.003714;3
10.8631949310303;48.3481111969823;2
9.2187097168885;49.1422954782345;38
8.52127;47.37752;1
7.2697;48.2695;1
9.61513982012934;47.7828774254864;3
11.01666;49.48333;2
12.46666;54.25;1
7.6;47.8;1
11.9700438822784;51.4827361325238;60
6.75;51.43333;4
12.6329634074096;51.4598748916015;10
8.06044;47.56511;3
13.7440776824951;51.8308370899153;1
10.8980298174133;48.3688199490025;23
9.06589825263973;47.7159092879358;3
7.847819;48.025429;1
11.6390057486877;52.1316305367283;3
8.4043;49.0135;6
13.66905;50.89621;3
7.271111;47.506111;1
9.34022849853523;52.8388793395868;1
7.7498;48.1521;1
7.05180664062505;50.8800925244874;27
7.260556;48.284167;2
11.36666;50.65;1
7.2184;48.0539;1
8.93333;50.16666;25
7.3681;48.2332;1
11.4696318875885;51.6044849848014;37
8.61666;47.65;3
9;48.5;3
7.824701;47.976005;1
7.9001;47.986;3
9.00473867395783;49.6786480839265;1
9.79809;48.79947;5
12.5;53.5;1
11.28144821167;49.5118165072947;3
12.5868992539063;52.1403501093614;7
8.0848;48.6185;3
11.3441393023299;51.7317252985392;1
9.033333;46.999722;4
10.1350099336242;49.6967393149597;20
9.3993;47.6223;6
7.700833;48.811389;1
8.08209415893555;47.4096679192002;2
14.5349178677368;52.4716272722814;1
7.1579;47.9234;3
7.23429879598202;47.4574328041716;1
11.15;51.78333;1
7.54493979592052;48.1653210016899;1
9.18333;47.66666;1
7.836691;47.996338;2
12.2961339950562;51.7875677055456;3
7.225278;48.262222;2
8.088889;51.709722;1
7.9053;47.9885;2
10.5;49.5;2
7.9099;47.98;18
10.07193;49.13444;2
8.36666;52.31666;1
7.39516801127461;48.2548132536323;1
9.50992584228516;49.770162701653;3
11.4918352847862;49.5290301122852;1
9.6870662432251;47.547291309987;2
7.808;48.0096;1
10.43333;51.9;1
7.10392675399783;49.9785489260385;7
7.4925;48.5415;5
13.16666;50.65;3
8.53134;47.3401;1
9.2395;50.5199;1
13.5;52.1;3
7.4;48.3;45
10.52799;51.2632;1
11.4721298217773;49.0360673631932;1
11.4572124629211;49.2798920494527;5
11.5879795899353;50.9281409950224;11
7.047247;47.459725;1
12.6;47.9;1
9.77317548213955;49.490719416349;1
13.01666;51.06666;1
13.00626;50.57953;24
8.23717;48.3091;1
9.25;50.91666;1
8.71793861389165;49.7188871471916;2
10.4;50.601;23
7.8566;48.0136;1
13.38333;53.45;1
8.38333;49.25;3
7.8461;48.0006;1
11.63333;52.25;1
9.285249;47.357047;1
9.17819700790403;48.775410353454;90
9.19181026193235;45.4643210787097;2
7.848597;48.002525;1
11.577187;48.587168;1
10.4176540264129;49.5023353797025;76
11.5731309814148;48.1385704716728;25
10.8875696627044;49.8925370003599;4
10.12109375;50.8941746433913;16
8.72971438224795;49.54602527886;1
7.63;47.8074;2
10.5;51.75;7
7.84924;48.000439;2
11.0245752697754;50.977115627304;19
7.7;48;8
11.05928;50.14566;1
10.6479186058044;51.1080099708007;1
8.91418;50.13423;1
9.9;50.11666;10
12.2;50.65;3
10.4465211039353;51.2906841868822;2
13.3433558942261;50.9201102501439;12
5.9;48.68333;1
7.5201;48.6474;4
12.6443090383759;50.5938352703318;14
10.35;49.8;1
6.459961;48.173412;1
10.0903;48.1786;3
11.1836311296081;48.8918663557729;3
7.94723510742188;47.9775124533896;5
7.8627;48.0219;3
7.9478;47.9779;1
8.67455628039556;50.5864048451372;1
12.0551391124725;50.0729265751275;1
10.83333;50.66666;8
9.73322;52.37051;1
6.18377000265502;48.6929703151256;1
7.282778;48.272222;1
10.3225994110107;49.451192253845;1
7.1748;47.809;1
7.37904746922279;48.2408104068571;2
11.75;51.416667;3
10.8;51.4;1
13;53.3;2
7.58771159524531;47.5582035916044;9
11.85;53.43333;2
11.46492;48.936709;1
7.7389;47.6433;2
7.84831523895264;47.9895913681903;1
7.840599;48.000273;1
11.7;51.11666;9
7.66666;48.1;23
11.4566590872498;51.7562990932754;20
12.1473594656982;54.0901068800743;9
8.7251;47.50003;9
7.64352813211651;48.5140154266179;1
6.8;47.51667;15
7.844763;47.99462;5
7.55512293522003;47.9893640376422;1
7.858387;48.010424;2
9.28551743782043;49.1516784778034;7
11.7818199884033;51.8102812810115;10
7.853443;48.003428;11
7.229167;47.885833;2
7.818258;48.006922;2
7.7475;47.9175;1
10.180820608139;47.9863325818744;8
8.54135537036132;47.3697569692901;6
8.6138;49.7225;1
5.878611;46.941111;2
11.1829866772462;49.581159695637;2
8.21502685546875;47.6190083887106;2
7.9428;48.4689;6
10.31388;47.72673;4
13.298562335968;51.057175694793;3
7.842131;47.997634;2
7.4568;48.2601;7
10.4070863962173;50.158697629831;2
8.07429510646818;48.6316534393313;3
7.8566;48.0135;20
7.9455;47.9539;4
13.4;49;4
7.239;47.6247;1
11.0037727116394;49.5977593613418;1
12.6446856021881;51.8666087495613;3
12.4533473968506;52.9370546823394;1
7.1456;47.7303;1
12.7295963650513;51.5298327043511;1
10.5235560125199;52.2642608284271;1
10.7472570419311;51.4679569420138;2
10.4148670793456;50.5678655688786;12
8.42777;49.32972;5
7.833;47.9968;8
6.842222;48.589722;1
8.1361807896576;49.3536787035904;17
9.28333;48.68333;1
9.67517;50.55161;1
10.36666;49.45;1
11.3301014841613;50.9794388430974;1
