"x","y"
0,2
0,3
0,4
0,5
1,1
1,6
2,0
2,7
3,0
3,4
3,7
4,0
4,4
4,5
4,6
4,7
7,3
7,4
7,5
7,6
8,2
8,5
8,7
9,2
9,5
9,7
10,3
10,4
10,7
13,2
13,3
13,4
13,5
13,6
13,7
14,3
15,2
18,2
18,3
18,4
18,5
18,6
18,7
19,3
20,2
21,3
21,4
21,5
21,6
21,7
22,2
23,3
24,2
24,3
24,4
24,5
24,6
24,7
27,3
27,4
27,5
27,6
28,2
28,7
29,2
29,7
30,3
30,4
30,5
30,6
31,7
33,2
33,3
33,4
33,5
33,6
33,7
34,3
35,2
36,3
36,4
36,5
36,6
36,7
39,2
39,3
39,9
40,4
40,5
40,8
41,6
41,7
42,4
42,5
43,2
43,3
